partition,elements,neighboring_ranks,max_mpi_faces_per_neighboring_rank,interior_elements,mpi_elements,mpi_faces,mpi_dr_faces,dynamic_rupture_faces,free_surface_faces,transparent_faces,mpi_copy_elements,mpi_ghost_elements
75,3027,10,191,2481,546,603,0,0,197,0,572,576
76,3023,9,157,2400,623,683,0,0,147,0,658,654
77,3044,9,157,2472,572,655,0,0,187,0,594,643
78,3017,17,121,2214,803,906,0,0,0,0,876,870
79,3032,16,121,2279,753,840,0,0,0,0,809,791
80,3023,12,155,2375,648,732,0,0,0,114,690,712
81,3028,7,155,2573,455,521,0,0,185,92,478,515
82,3040,11,149,2437,603,679,0,0,161,0,632,672
83,3032,11,149,2417,615,669,0,0,165,0,640,632
84,3018,5,129,2711,307,331,0,0,171,286,324,309
85,3014,8,129,2439,575,617,0,0,0,197,602,589
86,3030,7,158,2547,483,525,0,0,126,141,503,505
87,3020,8,158,2410,610,659,0,0,211,0,642,620
88,3049,11,134,2445,604,693,0,0,105,0,650,680
89,3028,13,136,2266,762,854,0,0,0,0,809,804
90,3000,9,136,2407,593,646,0,0,186,0,635,592
91,3013,9,129,2461,552,636,0,0,264,0,584,617
92,3046,6,143,2579,467,528,0,0,144,100,489,519
93,2995,12,129,2279,716,774,0,0,72,0,753,718
94,3018,13,133,2352,666,726,0,0,0,112,715,684
95,3012,6,143,2552,460,479,0,0,153,142,472,447
96,2995,10,211,2409,586,639,0,0,217,0,610,603
97,3023,14,211,2266,757,860,0,0,0,0,815,827
98,3037,10,187,2373,664,766,0,0,20,94,711,755
99,3001,7,187,2558,443,465,0,0,190,147,459,426
100,3016,7,239,2521,495,550,0,0,0,274,512,532
101,3009,6,239,2573,436,476,0,0,276,152,452,448
102,3008,6,177,2587,421,460,0,0,156,184,436,441
103,2992,10,177,2325,667,721,0,0,50,53,709,664
104,2987,7,169,2482,505,533,0,0,68,175,523,488
105,3030,7,140,2524,506,574,0,0,108,134,530,568
106,3004,12,110,2521,483,511,0,0,0,341,502,472
107,3028,15,120,2369,659,745,0,0,0,117,709,728
108,3044,11,120,2491,553,612,0,0,208,0,583,595
109,3013,14,139,2282,731,814,0,0,72,0,779,781
110,3003,8,191,2432,571,616,0,0,278,0,596,583
111,3012,14,191,2277,735,832,0,0,0,0,789,794
112,3019,8,153,2508,511,560,0,0,69,171,530,551
113,3017,8,163,2504,513,543,0,0,165,108,528,523
114,3003,9,178,2422,581,610,0,0,246,0,602,569
115,3031,11,178,2337,694,754,0,0,0,0,718,735
116,3035,10,185,2449,586,672,0,0,0,156,616,658
117,3002,16,185,2189,813,920,0,0,0,0,882,867
118,3008,12,153,2407,601,656,0,0,130,0,626,629
119,3000,7,153,2478,522,564,0,0,194,114,547,528
120,3044,13,160,2289,755,848,0,0,0,0,791,820
121,3019,11,160,2467,552,603,0,0,203,0,596,559
122,3021,15,173,2204,817,928,0,0,0,0,892,879
123,3038,7,173,2483,555,621,0,0,207,0,582,616
124,3006,17,122,2225,781,868,0,0,0,0,839,817
125,3000,13,120,2317,683,754,0,0,174,0,739,682
126,3018,13,222,2296,722,800,0,0,0,0,769,776
127,3010,7,222,2437,573,636,0,0,238,0,604,615
