partition,elements,neighboring_ranks,max_mpi_faces_per_neighboring_rank),interior_elements,mpi_elements,mpi_faces,mpi_dr_faces,dynamic_rupture_faces,free_surface_faces,transparent_faces
3141,20705,10,492,18878,1827,1990,0,0,1350,0
3142,20792,8,492,19220,1572,1789,0,0,1159,0
3143,20693,19,498,18151,2542,3230,0,0,0,0
3144,20808,20,489,18361,2447,3088,0,0,0,0
3145,20761,13,485,18415,2346,2994,0,0,0,0
3146,20751,18,576,18144,2607,3326,0,0,0,0
3147,20686,19,539,18012,2674,3426,0,0,0,0
3148,20758,11,539,18363,2395,3156,0,0,0,0
3149,20728,16,576,18215,2513,3328,0,0,0,0
3150,20592,8,402,18902,1690,1900,0,0,1164,0
3151,20677,10,398,19156,1521,1716,0,0,1196,0
3152,20709,8,501,19069,1640,1852,0,0,1024,0
3153,20704,12,501,18583,2121,2429,0,0,971,0
3154,20771,10,366,19226,1545,1709,0,0,1155,0
3155,20761,12,464,18771,1990,2248,0,0,1002,0
3156,20643,13,441,18523,2120,2389,0,0,1003,0
3157,20837,8,496,19186,1651,1887,0,0,1197,0
3158,20730,10,496,18982,1748,1971,0,0,1137,0
3159,20826,17,455,18416,2410,3100,0,0,0,0
3160,20624,18,455,18288,2336,2960,0,0,0,0
3161,20645,20,439,18042,2603,3154,0,0,0,0
3162,20742,16,388,18403,2339,3026,0,0,0,0
3163,20604,16,611,18010,2594,3252,0,0,0,0
3164,20817,13,611,18424,2393,3042,0,0,0,0
3165,20886,15,581,18382,2504,3308,0,0,0,0
3166,20795,14,581,18427,2368,2998,0,0,0,0
3167,20748,16,565,18294,2454,3118,0,0,0,0
3168,20887,13,630,18469,2418,3168,0,0,0,0
3169,20678,12,456,18743,1935,2386,0,0,0,784
3170,20735,11,712,18642,2093,2547,0,0,0,541
3171,20741,18,712,17964,2777,3472,0,0,0,0
3172,20677,12,539,18511,2166,2707,0,0,0,331
3173,20768,12,539,18591,2177,2777,0,0,0,395
3174,20908,16,630,18365,2543,3294,0,0,0,0
3175,20660,16,626,18001,2659,3352,0,0,0,0
3176,20794,14,626,18491,2303,2968,0,0,0,0
3177,20765,11,498,18706,2059,2583,0,0,0,363
3178,20854,16,487,18332,2522,3222,0,0,0,0
3179,20683,9,538,18664,2019,2423,0,0,0,559
3180,20870,12,538,18824,2046,2710,0,0,0,288
3181,20793,12,564,18795,1998,2541,0,0,0,561
3182,20765,14,564,18300,2465,3088,0,0,0,0
3183,20816,16,445,18358,2458,3229,0,0,0,109
3184,20750,14,621,18291,2459,3081,0,0,0,237
3185,20741,10,621,18799,1942,2467,0,0,0,431
3186,20684,15,439,18221,2463,3090,0,0,0,0
3187,20789,15,451,18407,2382,3130,0,0,0,0
3188,20768,16,483,18337,2431,3108,0,0,0,0
3189,20725,17,483,18174,2551,3232,0,0,0,0
3190,20763,15,395,18456,2307,2990,0,0,0,0
3191,20738,17,503,18202,2536,3250,0,0,0,0
3192,20760,14,527,18316,2444,3140,0,0,0,0
3193,20758,15,527,18170,2588,3366,0,0,0,0
3194,20794,14,503,18459,2335,3070,0,0,0,0
3195,20833,10,499,18633,2200,2899,0,0,0,169
3196,20775,19,446,18308,2467,3198,0,0,0,0
3197,20788,11,582,18560,2228,2798,0,0,0,376
3198,20726,8,539,18760,1966,2498,0,0,0,450
3199,20814,11,434,18814,2000,2536,0,0,0,454
3200,20703,12,550,18445,2258,2827,0,0,0,235
3201,20736,13,609,18383,2353,2993,0,0,0,199
3202,20767,14,692,18604,2163,2765,0,0,0,337
3203,20844,11,692,18749,2095,2705,0,0,0,353
3204,20689,16,520,18299,2390,3016,0,0,0,0
3205,20829,20,520,18260,2569,3280,0,0,0,0
3206,20711,14,447,18225,2486,3146,0,0,0,0
3207,20740,15,442,18360,2380,3000,0,0,0,0
3208,20765,15,447,18351,2414,3088,0,0,0,0
3209,20858,15,444,18591,2267,2974,0,0,0,0
3210,20809,17,473,18300,2509,3268,0,0,0,0
3211,20696,17,431,18206,2490,3118,0,0,0,0
3212,20740,19,473,18236,2504,3220,0,0,0,0
3213,20762,13,582,18297,2465,3208,0,0,0,0
3214,20742,18,565,18218,2524,3296,0,0,0,0
3215,20781,14,603,18348,2433,3112,0,0,0,0
3216,20649,12,459,18291,2358,2946,0,0,0,0
3217,20595,14,745,18012,2583,3190,0,0,0,0
3218,20888,15,745,18425,2463,3230,0,0,0,0
3219,20776,14,489,18439,2337,3040,0,0,0,0
3220,20759,17,508,18280,2479,3166,0,0,0,0
3221,20608,18,365,18115,2493,3112,0,0,0,0
3222,20678,18,583,17964,2714,3428,0,0,0,0
3223,20813,14,442,18518,2295,2946,0,0,0,0
3224,20545,15,411,18094,2451,3078,0,0,0,0
3225,20796,13,545,18503,2293,2978,0,0,0,0
3226,20674,18,429,18158,2516,3270,0,0,0,0
3227,20644,16,454,18215,2429,3044,0,0,0,0
3228,20860,18,484,18276,2584,3342,0,0,0,0
3229,20716,18,565,18024,2692,3354,0,0,0,0
3230,20706,14,565,18272,2434,3112,0,0,0,0
3231,20746,15,582,18322,2424,3126,0,0,0,0
3232,20756,15,531,18340,2416,3154,0,0,0,0
3233,20773,14,659,18172,2601,3406,0,0,0,0
3234,20774,16,659,18066,2708,3496,0,0,0,0
3235,20755,14,566,18271,2484,3162,0,0,0,0
3236,20751,16,566,18268,2483,3176,0,0,0,0
3237,20598,15,486,18042,2556,3040,0,0,0,0
3238,20871,20,501,18531,2340,3078,0,0,0,0
3239,20776,19,527,18162,2614,3322,0,0,0,0
3240,20718,18,423,18219,2499,3228,0,0,0,0
3241,20929,14,509,18619,2310,3004,0,0,0,0
3242,20765,13,678,18323,2442,3112,0,0,0,0
3243,20761,13,531,18272,2489,3162,0,0,0,0
3244,20767,18,562,18308,2459,3132,0,0,0,0
3245,20824,17,551,18317,2507,3284,0,0,0,0
3246,20801,13,413,18444,2357,3004,0,0,0,0
3247,20919,17,717,18374,2545,3330,0,0,0,0
3248,20624,18,717,17842,2782,3542,0,0,0,0
3249,20735,15,641,18255,2480,3160,0,0,0,0
3250,20716,15,641,18222,2494,3180,0,0,0,0
3251,20705,17,482,18004,2701,3466,0,0,0,0
3252,20653,13,429,18283,2370,2922,0,0,0,0
3253,20921,15,603,18433,2488,3210,0,0,0,0
3254,20759,13,465,18360,2399,3000,0,0,0,0
3255,20769,15,542,18329,2440,3120,0,0,0,0
3256,20644,17,542,17979,2665,3298,0,0,0,0
3257,20746,15,471,18320,2426,3134,0,0,0,0
3258,20666,19,601,18057,2609,3300,0,0,0,0
3259,20776,17,601,18344,2432,3118,0,0,0,0
3260,20712,17,453,18277,2435,3078,0,0,0,0
3261,20761,13,469,18350,2411,3112,0,0,0,0
3262,20824,14,510,18505,2319,3076,0,0,0,0
3263,20704,17,510,18279,2425,3078,0,0,0,0
3264,20728,17,676,18037,2691,3500,0,0,0,0
3265,20692,18,478,18146,2546,3230,0,0,0,0
3266,20726,17,676,18075,2651,3312,0,0,0,0
3267,20689,18,511,18157,2532,3240,0,0,0,0
3268,20912,15,448,18670,2242,2964,0,0,0,0
3269,20728,15,511,18318,2410,3104,0,0,0,0
3270,20721,16,511,18310,2411,3002,0,0,0,0
3271,20909,15,580,18470,2439,3212,0,0,0,0
3272,20732,12,580,18275,2457,3242,0,0,0,0
3273,20772,18,511,18181,2591,3422,0,0,0,0
3274,20740,15,525,18213,2527,3132,0,0,0,0
3275,20944,16,525,18569,2375,3292,0,0,0,0
3276,20772,13,704,18348,2424,3136,0,0,0,0
3277,20812,21,704,18037,2775,3510,0,0,0,0
3278,20745,14,503,18362,2383,3117,0,0,0,87
3279,20804,12,524,18616,2188,2778,0,0,0,374
3280,20851,10,636,18971,1880,2431,0,0,0,685
3281,20758,9,580,18678,2080,2641,0,0,0,407
3282,20734,16,414,18316,2418,3078,0,0,0,0
3283,20945,15,636,18767,2178,2952,0,0,0,114
3284,20732,13,481,18356,2376,2932,0,0,0,0
3285,20609,19,516,17963,2646,3302,0,0,0,0
3286,20777,15,542,18511,2266,2964,0,0,0,0
3287,20744,13,542,18328,2416,3144,0,0,0,0
3288,20638,14,420,18153,2485,3068,0,0,0,0
3289,20667,10,499,18716,1951,2537,0,0,0,467
3290,20884,18,484,18459,2425,3234,0,0,0,0
3291,20753,13,638,18289,2464,3156,0,0,0,0
3292,20755,12,499,18828,1927,2564,0,0,0,380
3293,20702,16,638,18100,2602,3276,0,0,0,0
3294,20786,9,651,18917,1869,2377,0,0,0,531
3295,20715,16,651,18038,2677,3390,0,0,0,0
3296,20700,14,654,18348,2352,2876,0,0,0,188
3297,20596,10,654,18187,2409,2864,0,0,0,266
3298,20682,13,682,18208,2474,3082,0,0,0,110
3299,20792,11,682,18756,2036,2525,0,0,0,515
3300,20851,12,551,18811,2040,2627,0,0,0,501
3301,20648,13,551,18451,2197,2740,0,0,0,380
3302,20910,14,575,18600,2310,2955,0,0,0,301
3303,20751,17,458,18104,2647,3392,0,0,0,0
3304,20738,15,426,18486,2252,2914,0,0,0,0
3305,20591,15,756,18114,2477,3026,0,0,0,0
3306,20823,19,756,18339,2484,3258,0,0,0,0
3307,20789,21,526,18075,2714,3476,0,0,0,0
3308,20786,15,433,18411,2375,3076,0,0,0,0
3309,20767,17,440,18291,2476,3150,0,0,0,0
3310,20738,15,464,18321,2417,3118,0,0,0,0
3311,20802,15,430,18421,2381,3070,0,0,0,0
3312,20740,16,490,18067,2673,3410,0,0,0,0
3313,20687,16,506,18172,2515,3136,0,0,0,0
3314,20823,14,443,18459,2364,3032,0,0,0,0
3315,20777,15,380,18383,2394,3064,0,0,0,0
3316,20698,14,500,18210,2488,3112,0,0,0,0
3317,20731,17,510,18164,2567,3342,0,0,0,0
3318,20743,12,622,18629,2114,2692,0,0,0,404
3319,20724,12,700,18419,2305,2864,0,0,0,340
3320,20871,10,700,18770,2101,2683,0,0,0,383
3321,20714,17,580,18133,2581,3248,0,0,0,0
3322,20753,18,580,18248,2505,3292,0,0,0,0
3323,20670,13,595,18138,2532,3084,0,0,0,0
3324,20771,15,447,18335,2436,3202,0,0,0,0
3325,20744,12,714,18362,2382,3016,0,0,0,266
3326,20790,14,742,18477,2313,2933,0,0,0,299
3327,20738,13,573,18370,2368,3019,0,0,0,237
3328,20767,15,451,18553,2214,2796,0,0,0,260
3329,20760,11,714,18662,2098,2709,0,0,0,435
3330,20736,14,646,18280,2456,3114,0,0,0,290
3331,20777,13,646,18365,2412,3048,0,0,0,0
3332,20869,10,480,18842,2027,2606,0,0,0,434
3333,20736,14,571,18231,2505,3200,0,0,0,0
3334,20826,16,612,18345,2481,3174,0,0,0,0
3335,20862,16,615,18403,2459,3166,0,0,0,0
3336,20782,11,468,18887,1895,2361,0,0,0,677
3337,20760,10,615,18692,2068,2645,0,0,0,365
3338,20756,14,427,18422,2334,2996,0,0,0,0
3339,20737,16,621,18166,2571,3292,0,0,0,0
3340,20821,15,621,18326,2495,3222,0,0,0,0
3341,20654,12,588,18228,2426,2996,0,0,0,0
3342,20876,17,388,18526,2350,3152,0,0,0,0
3343,20709,13,588,18247,2462,3082,0,0,0,0
3344,20945,18,392,18438,2507,3332,0,0,0,0
3345,20771,17,412,18332,2439,3068,0,0,0,0
3346,20689,17,508,18223,2466,3086,0,0,0,0
3347,20917,17,520,18270,2647,3406,0,0,0,0
3348,20689,15,398,18258,2431,3058,0,0,0,0
3349,20610,15,496,18112,2498,3132,0,0,0,0
3350,20729,18,609,18327,2402,3084,0,0,0,0
3351,20816,19,609,18124,2692,3428,0,0,0,0
3352,20762,17,623,18283,2479,3230,0,0,0,0
3353,20700,17,623,18204,2496,3218,0,0,0,0
3354,20781,18,578,18191,2590,3402,0,0,0,0
3355,20844,15,578,18387,2457,3198,0,0,0,0
3356,20873,16,391,18464,2409,3114,0,0,0,0
3357,20853,17,559,18337,2516,3274,0,0,0,0
3358,20665,16,559,18126,2539,3112,0,0,0,0
3359,20880,16,431,18425,2455,3224,0,0,0,0
3360,20733,13,431,18421,2312,2974,0,0,0,0
3361,20601,18,599,17562,3039,3812,0,0,0,0
3362,20670,16,599,18163,2507,3080,0,0,0,0
3363,20591,15,513,18138,2453,3002,0,0,0,0
3364,20605,18,547,17987,2618,3258,0,0,0,0
3365,20818,13,547,18435,2383,3100,0,0,0,0
3366,20768,14,636,18288,2480,3280,0,0,0,0
3367,20725,17,636,18252,2473,3170,0,0,0,0
3368,20733,17,501,18305,2428,3162,0,0,0,0
3369,20760,15,563,18314,2446,3240,0,0,0,0
3370,20674,18,485,18011,2663,3326,0,0,0,0
3371,20854,14,464,18597,2257,2932,0,0,0,0
3372,20690,15,698,18071,2619,3308,0,0,0,0
3373,20718,15,566,18129,2589,3504,0,0,0,0
3374,20700,13,698,18356,2344,3030,0,0,0,0
3375,20839,17,446,18415,2424,3154,0,0,0,0
3376,20659,17,567,18158,2501,3208,0,0,0,0
3377,20735,13,522,18276,2459,3094,0,0,0,0
3378,20791,17,567,18330,2461,3186,0,0,0,0
3379,20736,13,444,18398,2338,2986,0,0,0,0
3380,20744,17,444,18273,2471,3140,0,0,0,0
3381,20711,18,512,18299,2412,3062,0,0,0,0
3382,20724,14,568,18141,2583,3268,0,0,0,0
3383,20779,15,568,18383,2396,3046,0,0,0,0
3384,20772,16,580,18048,2724,3526,0,0,0,0
3385,20541,18,562,17761,2780,3350,0,0,0,0
3386,20942,14,406,18603,2339,3020,0,0,0,0
3387,20894,16,534,18574,2320,3082,0,0,0,0
3388,20740,16,465,18391,2349,3022,0,0,0,0
3389,20675,20,460,18194,2481,3240,0,0,0,0
3390,20723,14,709,18157,2566,3234,0,0,0,0
3391,20681,15,709,18082,2599,3396,0,0,0,0
3392,20800,17,641,18374,2426,3134,0,0,0,0
3393,20825,16,486,18417,2408,3124,0,0,0,0
3394,20827,15,467,18550,2277,2936,0,0,0,0
3395,20817,18,413,18219,2598,3332,0,0,0,0
3396,20711,15,488,18416,2295,3044,0,0,0,0
3397,20816,17,541,18166,2650,3404,0,0,0,0
3398,20736,14,541,18247,2489,3224,0,0,0,0
3399,20742,15,486,18401,2341,2980,0,0,0,0
3400,20799,17,494,18416,2383,3138,0,0,0,0
3401,20552,15,494,17952,2600,3246,0,0,0,0
3402,20848,16,406,18584,2264,2996,0,0,0,0
3403,20682,16,461,18329,2353,2946,0,0,0,0
3404,20766,13,537,18300,2466,3108,0,0,0,0
3405,20736,15,540,18084,2652,3360,0,0,0,0
3406,20782,14,564,18251,2531,3234,0,0,0,0
3407,20692,20,564,18181,2511,3202,0,0,0,0
3408,20768,21,378,18228,2540,3240,0,0,0,0
3409,20759,14,585,18291,2468,3202,0,0,0,0
3410,20735,17,585,18278,2457,3184,0,0,0,0
3411,20643,17,419,18123,2520,3192,0,0,0,0
3412,20836,16,450,18414,2422,3228,0,0,0,0
3413,20755,16,597,18203,2552,3224,0,0,0,0
3414,20692,16,597,18220,2472,3082,0,0,0,0
3415,20680,15,465,18100,2580,3202,0,0,0,0
3416,20798,16,413,18470,2328,2986,0,0,0,0
3417,20750,16,386,18346,2404,3086,0,0,0,0
3418,20651,15,630,18000,2651,3302,0,0,0,0
3419,20802,16,630,18334,2468,3234,0,0,0,0
3420,20721,10,480,18823,1898,2435,0,0,0,535
3421,20754,12,446,18387,2367,3044,0,0,0,0
3422,20744,14,526,18335,2409,3094,0,0,0,0
3423,20816,11,362,19035,1781,2291,0,0,0,597
3424,20740,11,426,18654,2086,2611,0,0,0,335
3425,20798,12,376,18884,1914,2401,0,0,0,545
3426,20751,15,550,18164,2587,3266,0,0,0,0
3427,20772,15,588,18113,2659,3316,0,0,0,0
3428,20674,15,588,18253,2421,3042,0,0,0,0
3429,20793,11,471,18851,1942,2492,0,0,0,338
3430,20744,11,603,18623,2121,2720,0,0,0,374
3431,20733,16,606,18171,2562,3254,0,0,0,0
3432,20752,16,606,18284,2468,3086,0,0,0,0
3433,20598,9,479,18358,2240,2654,0,0,0,406
3434,20708,17,453,18162,2546,3204,0,0,0,0
3435,20876,9,549,18925,1951,2546,0,0,0,562
3436,20809,17,600,18217,2592,3288,0,0,0,0
3437,20714,12,600,18435,2279,2952,0,0,0,0
3438,20768,10,603,18622,2146,2757,0,0,0,279
3439,20597,10,505,18594,2003,2472,0,0,0,404
3440,20764,12,645,18315,2449,3095,0,0,0,203
3441,20690,12,645,18510,2180,2707,0,0,0,295
3442,20805,16,362,18457,2348,2994,0,0,0,0
3443,20666,17,443,18303,2363,3004,0,0,0,0
3444,20818,14,686,18410,2408,3132,0,0,0,0
3445,20763,16,686,18225,2538,3268,0,0,0,0
3446,20719,16,472,18307,2412,3044,0,0,0,0
3447,20746,18,471,18183,2563,3252,0,0,0,0
3448,20756,15,586,18182,2574,3304,0,0,0,0
3449,20655,15,583,18019,2636,3228,0,0,0,0
3450,20653,15,583,18082,2571,3240,0,0,0,0
3451,20772,12,739,18341,2431,3065,0,0,0,323
3452,20869,14,362,18511,2358,3142,0,0,0,0
3453,20765,10,553,18683,2082,2609,0,0,0,271
3454,20822,9,568,18938,1884,2425,0,0,0,429
3455,20665,11,739,18382,2283,2821,0,0,0,421
3456,20763,14,438,18355,2408,3112,0,0,0,0
3457,20763,14,390,18432,2331,3074,0,0,0,0
3458,20754,16,648,18285,2469,3184,0,0,0,0
3459,20746,15,648,18212,2534,3254,0,0,0,0
3460,20731,17,603,18161,2570,3316,0,0,0,0
3461,20787,13,416,18486,2301,3034,0,0,0,0
3462,20699,14,379,18345,2354,3016,0,0,0,0
3463,20725,16,535,18241,2484,3208,0,0,0,0
3464,20737,14,535,18236,2501,3232,0,0,0,0
3465,20656,16,536,17952,2704,3426,0,0,0,0
3466,20771,13,452,18388,2383,3018,0,0,0,0
3467,20539,16,498,17828,2711,3372,0,0,0,0
3468,20765,15,498,18344,2421,3114,0,0,0,0
3469,20804,16,492,18361,2443,3108,0,0,0,0
3470,20738,19,492,18206,2532,3260,0,0,0,0
3471,20779,16,603,18241,2538,3342,0,0,0,0
3472,20690,14,522,18234,2456,3086,0,0,0,0
3473,20767,15,522,18406,2361,3074,0,0,0,0
3474,20726,8,637,18751,1975,2350,0,0,0,478
3475,20784,14,637,18175,2609,3277,0,0,0,101
3476,20832,12,466,18664,2168,2791,0,0,0,311
3477,20572,12,567,18138,2434,2986,0,0,0,184
3478,20773,15,422,18331,2442,3065,0,0,0,47
3479,20698,10,442,18812,1886,2331,0,0,0,647
3480,20757,11,414,18776,1981,2474,0,0,0,520
3481,20727,14,448,18456,2271,2900,0,0,0,0
3482,20829,15,448,18277,2552,3300,0,0,0,0
3483,20715,9,502,18908,1807,2227,0,0,0,649
3484,20814,16,502,18368,2446,3160,0,0,0,0
3485,20936,11,644,18677,2259,3015,0,0,0,147
3486,20782,10,644,18602,2180,2748,0,0,0,286
3487,20741,19,582,18206,2535,3226,0,0,0,0
3488,20753,15,441,18274,2479,3122,0,0,0,0
3489,20681,14,372,18408,2273,2850,0,0,0,214
3490,20736,10,674,18689,2047,2558,0,0,0,392
3491,20694,10,674,18352,2342,2852,0,0,0,454
3492,20824,8,370,19275,1549,1728,0,0,1312,0
3493,20718,10,398,18848,1870,2107,0,0,937,0
3494,20767,15,346,18779,1988,2272,0,0,980,0
3495,20708,11,490,18811,1897,2112,0,0,1060,0
3496,20806,10,383,19117,1689,1922,0,0,1234,0
3497,20671,9,349,19110,1561,1712,0,0,1206,0
3498,20771,20,601,18207,2564,3190,0,0,0,0
3499,20843,16,593,18438,2405,3050,0,0,0,0
3500,20781,17,593,18288,2493,3152,0,0,0,0
3501,20709,17,403,18085,2624,3090,0,0,404,0
3502,20815,7,403,19271,1544,1709,0,0,1249,0
3503,20754,11,491,18955,1799,2008,0,0,980,0
3504,20764,7,380,19175,1589,1735,0,0,1167,0
3505,20840,10,446,19074,1766,1984,0,0,1332,0
3506,20638,11,446,18874,1764,1962,0,0,1266,0
3507,20789,18,488,18252,2537,3266,0,0,0,0
3508,20807,18,470,18405,2402,2978,0,0,0,0
3509,20631,20,470,18063,2568,3108,0,0,0,0
3510,20836,19,405,18436,2400,3016,0,0,0,0
3511,20786,20,325,18357,2429,3070,0,0,0,0
3512,20635,18,460,18196,2439,3076,0,0,0,0
3513,20867,15,536,18459,2408,3130,0,0,0,0
3514,20745,8,324,19315,1430,1590,0,0,1346,0
3515,20727,9,387,19171,1556,1709,0,0,1287,0
3516,20649,10,398,19069,1580,1741,0,0,1337,0
3517,20686,13,505,18533,2153,2462,0,0,792,0
3518,20805,8,505,19019,1786,2005,0,0,1135,0
3519,20783,12,554,18616,2167,2543,0,0,777,0
3520,20574,11,554,18814,1760,1961,0,0,1101,0
3521,20771,17,486,18134,2637,3255,0,0,127,0
3522,20648,9,436,18994,1654,1841,0,0,1277,0
3523,20759,9,568,19040,1719,1964,0,0,1218,0
3524,20675,10,568,18762,1913,2107,0,0,1091,0
3525,20579,22,374,17716,2863,3523,0,0,179,0
3526,20823,11,524,18933,1890,2181,0,0,865,0
3527,20638,9,524,18891,1747,1943,0,0,1239,0
3528,20806,13,406,18575,2231,2598,0,0,732,0
3529,20637,19,541,18330,2307,2830,0,0,0,348
3530,20760,4,478,19553,1207,1319,0,0,1047,620
3531,20811,8,478,19151,1660,1841,0,0,1014,187
3532,20756,8,624,19184,1572,1759,0,0,1265,0
3533,20663,10,624,18593,2070,2313,0,0,1019,0
3534,20738,7,602,19464,1274,1414,0,0,978,702
3535,20577,8,448,18623,1954,2140,0,0,1082,0
3536,20768,8,602,19001,1767,2020,0,0,1145,225
3537,20804,9,600,18892,1912,2105,0,0,1079,0
3538,20687,9,600,18953,1734,1895,0,0,1021,0
3539,20871,19,505,18534,2337,2968,0,0,0,0
3540,20712,8,450,19079,1633,1814,0,0,1082,0
3541,20798,13,441,18699,2099,2413,0,0,961,0
3542,20810,9,438,19104,1706,1884,0,0,1292,0
3543,20734,9,443,19041,1693,1888,0,0,1050,0
3544,20749,19,505,18196,2553,3230,0,0,0,0
3545,20675,7,443,19117,1558,1695,0,0,1225,0
3546,20697,10,452,18628,2069,2382,0,0,870,0
3547,20631,8,445,18951,1680,1840,0,0,1284,0
3548,20773,9,466,18887,1886,2177,0,0,1081,0
3549,20652,11,466,18785,1867,2076,0,0,1068,0
3550,20623,9,452,18876,1747,1949,0,0,1271,0
3551,20730,10,386,19118,1612,1818,0,0,1390,0
3552,20699,19,601,18043,2656,3428,0,0,0,0
3553,20804,13,580,18286,2518,3137,0,0,339,0
3554,20660,8,489,19004,1656,1828,0,0,1122,0
3555,20878,10,409,19108,1770,2025,0,0,1145,0
3556,20679,9,409,18899,1780,1960,0,0,1270,0
3557,20778,9,295,19152,1626,1822,0,0,1288,0
3558,20574,15,407,18086,2488,3106,0,0,0,0
3559,20714,10,539,18617,2097,2331,0,0,1023,0
3560,20700,9,539,18857,1843,1970,0,0,1094,0
3561,20706,11,291,19013,1693,1883,0,0,1133,0
3562,20787,19,383,18336,2451,3110,0,0,0,0
3563,20804,20,445,18202,2602,3182,0,0,442,0
3564,20734,12,649,18428,2306,2896,0,0,0,142
3565,20744,11,649,18740,2004,2551,0,0,0,653
3566,20806,20,661,18329,2477,3096,0,0,0,0
3567,20711,14,661,18535,2176,2802,0,0,0,748
3568,20685,6,590,19484,1201,1315,0,0,1121,494
3569,20761,10,590,18898,1863,2126,0,0,1029,195
3570,20702,8,400,19090,1612,1809,0,0,835,564
3571,20575,9,576,18683,1892,2080,0,0,1194,0
3572,20774,12,576,18654,2120,2432,0,0,828,0
3573,20754,13,565,18723,2031,2554,0,0,0,568
3574,20782,14,565,18291,2491,3184,0,0,0,0
3575,20764,15,469,18263,2501,3248,0,0,0,0
3576,20810,12,550,18638,2172,2774,0,0,0,328
3577,20655,16,415,18198,2457,3054,0,0,0,0
3578,20678,15,449,18259,2419,3046,0,0,0,0
3579,20725,17,411,18125,2600,3248,0,0,0,0
3580,20718,16,469,18321,2397,3048,0,0,0,0
3581,20802,13,411,18418,2384,3028,0,0,0,0
3582,20798,14,540,18348,2450,3070,0,0,0,0
3583,20698,14,468,18254,2444,3082,0,0,0,0
3584,20798,14,501,18450,2348,3102,0,0,0,0
3585,20573,20,474,17768,2805,3394,0,0,0,0
3586,20681,17,483,18158,2523,3138,0,0,0,0
3587,20943,15,540,18458,2485,3252,0,0,0,0
3588,20659,13,565,18340,2319,2954,0,0,0,0
3589,20852,14,482,18536,2316,3012,0,0,0,0
3590,20816,15,565,18270,2546,3246,0,0,0,0
3591,20786,10,541,18690,2096,2586,0,0,0,566
3592,20706,10,520,18712,1994,2495,0,0,0,503
3593,20698,15,655,18180,2518,3195,0,0,0,45
3594,20778,8,655,19083,1695,2129,0,0,0,877
3595,20876,12,506,18892,1984,2560,0,0,0,544
3596,20788,13,674,18406,2382,3084,0,0,0,0
3597,20780,17,674,18106,2674,3356,0,0,0,0
3598,20699,9,515,18940,1759,2158,0,0,0,750
3599,20747,14,580,18584,2163,2753,0,0,0,431
3600,20708,9,576,19024,1684,2109,0,0,0,879
3601,20809,13,576,18682,2127,2695,0,0,0,343
3602,20747,9,609,18883,1864,2341,0,0,0,883
3603,20794,14,609,18512,2282,2956,0,0,0,0
3604,20790,12,597,18656,2134,2741,0,0,0,435
3605,20717,9,597,18714,2003,2557,0,0,0,439
3606,20774,15,415,18420,2354,3044,0,0,0,0
3607,20708,13,577,18085,2623,3264,0,0,0,0
3608,20886,18,577,18269,2617,3364,0,0,0,0
3609,20733,10,477,18691,2042,2464,0,0,0,394
3610,20865,18,477,18308,2557,3320,0,0,0,0
3611,20578,13,497,17873,2705,3420,0,0,0,76
3612,20767,12,429,18708,2059,2582,0,0,0,422
3613,20734,15,450,18188,2546,3290,0,0,0,0
3614,20852,15,450,18552,2300,2996,0,0,0,0
3615,20742,15,425,18347,2395,3024,0,0,0,0
3616,20772,18,616,18104,2668,3400,0,0,0,0
3617,20733,18,616,17928,2805,3598,0,0,0,0
3618,20853,12,600,18314,2539,3236,0,0,0,162
3619,20637,17,600,18029,2608,3302,0,0,0,0
3620,20773,14,436,18395,2378,2996,0,0,0,0
3621,20714,11,519,18696,2018,2547,0,0,0,501
3622,20760,13,463,18448,2312,3000,0,0,0,0
3623,20790,12,463,18848,1942,2518,0,0,0,418
3624,20731,15,613,18338,2393,3074,0,0,0,0
3625,20663,13,736,18579,2084,2583,0,0,0,701
3626,20771,13,736,18380,2391,3053,0,0,0,205
3627,20791,7,572,19080,1711,2125,0,0,0,901
3628,20671,12,572,18530,2141,2592,0,0,0,454
3629,20874,9,571,18808,2066,2641,0,0,0,369
3630,20780,10,586,18906,1874,2287,0,0,0,935
3631,20775,7,586,19288,1487,1924,0,0,0,1080
3632,20767,12,528,18529,2238,2943,0,0,0,305
3633,20686,5,717,19107,1579,1970,0,0,0,1054
3634,20920,10,717,18626,2294,2990,0,0,0,304
3635,20755,15,538,18494,2261,2903,0,0,0,311
3636,20781,9,380,19218,1563,1733,0,0,1143,0
3637,20723,9,358,19041,1682,1817,0,0,1089,0
3638,20555,17,589,17788,2767,3264,0,0,350,0
3639,20703,8,396,19119,1584,1787,0,0,1203,0
3640,20857,18,589,18467,2390,3118,0,0,0,0
3641,20601,13,583,18241,2360,2867,0,0,0,527
3642,20791,4,545,19507,1284,1387,0,0,1064,455
3643,20770,7,462,19175,1595,1750,0,0,1059,239
3644,20835,7,545,19148,1687,1890,0,0,1273,89
3645,20814,7,501,19196,1618,1810,0,0,1186,152
3646,20784,3,468,19900,884,971,0,0,831,932
3647,20708,11,521,18554,2154,2697,0,0,0,517
3648,20738,6,353,19340,1398,1545,0,0,823,534
3649,20737,9,342,19136,1601,1763,0,0,1223,0
3650,20740,12,342,18948,1792,1944,0,0,990,0
3651,20814,15,468,18631,2183,2733,0,0,0,339
3652,20776,4,475,19589,1187,1290,0,0,1104,426
