partition,elements,neighboring_ranks,max_mpi_faces_per_neighboring_rank),interior_elements,mpi_elements,mpi_faces,mpi_dr_faces,dynamic_rupture_faces,free_surface_faces,transparent_faces
2632,20760,15,606,18385,2375,2998,0,0,0,0
2633,20648,15,562,18094,2554,3176,0,0,0,0
2634,20937,16,551,18331,2606,3402,0,0,0,0
2635,20680,15,655,18199,2481,3092,0,0,0,0
2636,20717,17,655,18080,2637,3414,0,0,0,0
2637,20590,17,679,17860,2730,3462,0,0,0,0
2638,20761,15,679,18252,2509,3264,0,0,0,0
2639,20759,15,576,18437,2322,3070,0,0,0,0
2640,20825,15,576,18330,2495,3324,0,0,0,0
2641,20657,17,562,18236,2421,3068,0,0,0,0
2642,20741,15,397,18203,2538,3126,0,0,0,0
2643,20623,17,762,18274,2349,3080,0,0,0,0
2644,20942,16,762,18446,2496,3338,0,0,0,0
2645,20741,15,572,18235,2506,3148,0,0,0,0
2646,20688,16,532,18032,2656,3344,0,0,0,0
2647,20786,15,458,18359,2427,3076,0,0,0,0
2648,20771,17,586,18236,2535,3242,0,0,0,0
2649,20757,15,467,18398,2359,2966,0,0,0,0
2650,20744,16,532,18046,2698,3462,0,0,0,0
2651,20704,9,463,18739,1965,2486,0,0,0,566
2652,20749,12,477,18306,2443,3066,0,0,0,216
2653,20726,9,548,18608,2118,2620,0,0,0,400
2654,20759,11,550,18565,2194,2803,0,0,0,353
2655,20748,16,437,18363,2385,3124,0,0,0,0
2656,20784,11,461,18379,2405,3104,0,0,0,0
2657,20783,11,499,18861,1922,2477,0,0,0,613
2658,20699,15,499,18171,2528,3258,0,0,0,0
2659,20748,15,620,18267,2481,3246,0,0,0,0
2660,20791,16,620,18343,2448,3192,0,0,0,0
2661,20707,18,443,18181,2526,3292,0,0,0,0
2662,20807,15,698,18369,2438,3252,0,0,0,0
2663,20729,12,698,18319,2410,3224,0,0,0,0
2664,20720,19,391,18216,2504,3326,0,0,0,0
2665,20809,14,710,18390,2419,3162,0,0,0,0
2666,20732,17,710,18073,2659,3510,0,0,0,0
2667,20544,17,384,17970,2574,3190,0,0,0,0
2668,20880,11,483,19001,1879,2547,0,0,0,371
2669,20724,13,604,18349,2375,3020,0,0,0,212
2670,20736,9,424,18826,1910,2468,0,0,0,600
2671,20647,14,597,18039,2608,3182,0,0,0,0
2672,20737,16,597,18191,2546,3252,0,0,0,0
2673,20751,14,444,18548,2203,2940,0,0,0,0
2674,20716,18,427,18253,2463,3194,0,0,0,0
2675,20653,14,657,18160,2493,3226,0,0,0,0
2676,20698,16,657,18276,2422,3148,0,0,0,0
2677,20833,14,604,18519,2314,3035,0,0,0,303
2678,20787,13,445,18488,2299,3005,0,0,0,265
2679,20753,11,642,18589,2164,2763,0,0,0,287
2680,20724,11,715,18398,2326,2959,0,0,0,297
2681,20752,10,715,18708,2044,2674,0,0,0,286
2682,20741,13,545,18484,2257,2891,0,0,0,173
2683,20739,12,550,18625,2114,2759,0,0,0,385
2684,20720,10,659,18696,2024,2631,0,0,0,483
2685,20729,15,658,18142,2587,3324,0,0,0,0
2686,20779,20,592,18181,2598,3340,0,0,0,0
2687,20842,18,549,18401,2441,3194,0,0,0,0
2688,20789,14,571,18279,2510,3314,0,0,0,0
2689,20738,18,571,18281,2457,3190,0,0,0,0
2690,20794,13,570,18359,2435,3106,0,0,0,0
2691,20780,16,504,18408,2372,3102,0,0,0,0
2692,20822,16,516,18395,2427,3162,0,0,0,0
2693,20657,16,592,18235,2422,3062,0,0,0,0
2694,20811,14,516,18348,2463,3164,0,0,0,0
2695,20742,15,609,18767,1975,2572,0,0,0,414
2696,20773,12,609,18710,2063,2663,0,0,0,493
2697,20760,12,659,18575,2185,2788,0,0,0,410
2698,20747,13,622,18368,2379,3072,0,0,0,0
2699,20753,10,622,18841,1912,2503,0,0,0,639
2700,20696,15,605,18051,2645,3358,0,0,0,0
2701,20754,13,605,18326,2428,3050,0,0,0,0
2702,20712,15,381,18353,2359,2970,0,0,0,0
2703,20848,15,569,18341,2507,3278,0,0,0,0
2704,20724,17,468,18249,2475,3174,0,0,0,0
2705,20758,17,397,18382,2376,3072,0,0,0,0
2706,20794,17,565,18345,2449,3146,0,0,0,0
2707,20731,14,556,18312,2419,3188,0,0,0,0
2708,20766,17,556,18029,2737,3586,0,0,0,0
2709,20727,17,490,18378,2349,3006,0,0,0,0
2710,20914,20,490,18613,2301,3076,0,0,0,0
2711,20740,14,573,18305,2435,3134,0,0,0,0
2712,20748,15,573,18382,2366,2992,0,0,0,0
2713,20675,15,605,18151,2524,3104,0,0,0,0
2714,20660,19,605,18030,2630,3400,0,0,0,0
2715,20758,15,630,18310,2448,3144,0,0,0,0
2716,20800,13,630,18506,2294,3012,0,0,0,0
2717,20718,14,412,18341,2377,3050,0,0,0,0
2718,20575,16,517,18069,2506,3130,0,0,0,0
2719,20856,14,578,18458,2398,3166,0,0,0,0
2720,20696,16,558,18199,2497,3292,0,0,0,0
2721,20724,17,578,18360,2364,3064,0,0,0,0
2722,20659,15,485,18169,2490,3114,0,0,0,0
2723,20724,16,485,18287,2437,3112,0,0,0,0
2724,20758,19,397,18035,2723,3474,0,0,0,0
2725,20856,16,506,18569,2287,3016,0,0,0,0
2726,20730,14,506,18331,2399,3090,0,0,0,0
2727,20745,16,688,18341,2404,3094,0,0,0,0
2728,20739,18,695,18036,2703,3462,0,0,0,0
2729,20595,13,419,17991,2604,3118,0,0,0,0
2730,20840,15,695,18142,2698,3538,0,0,0,0
2731,20693,16,506,18200,2493,3188,0,0,0,0
2732,20840,16,506,18362,2478,3292,0,0,0,0
2733,20854,18,430,18368,2486,3246,0,0,0,0
2734,20746,14,600,18156,2590,3364,0,0,0,0
2735,20755,15,600,18361,2394,3152,0,0,0,0
2736,20577,8,456,18961,1616,1779,0,0,1229,0
2737,20690,8,551,18953,1737,1999,0,0,1147,0
2738,20607,10,377,18853,1754,1946,0,0,934,0
2739,20708,11,362,18765,1943,2215,0,0,923,0
2740,20736,9,513,18954,1782,2002,0,0,1266,0
2741,20617,10,585,18679,1938,2196,0,0,812,0
2742,20645,13,332,18657,1988,2234,0,0,864,0
2743,20676,8,585,18719,1957,2257,0,0,1001,0
2744,20637,8,526,18967,1670,1848,0,0,1106,0
2745,20675,11,561,18954,1721,1861,0,0,1203,0
2746,20772,8,561,18995,1777,1991,0,0,1241,0
2747,20726,8,419,19139,1587,1808,0,0,1342,0
2748,20909,20,419,18295,2614,3281,0,0,335,0
2749,20687,10,450,18883,1804,2031,0,0,1045,0
2750,20617,20,351,18108,2509,3062,0,0,0,0
2751,20735,12,360,18639,2096,2459,0,0,745,0
2752,20765,8,424,19213,1552,1750,0,0,1244,0
2753,20585,11,526,18732,1853,2066,0,0,966,0
2754,20769,15,364,18311,2458,3156,0,0,0,0
2755,20732,17,527,18195,2537,3252,0,0,0,0
2756,20751,15,563,18250,2501,3252,0,0,0,0
2757,20733,19,597,17987,2746,3492,0,0,0,0
2758,20832,14,527,18419,2413,3174,0,0,0,0
2759,20815,14,492,18485,2330,3008,0,0,0,0
2760,20645,20,517,17928,2717,3416,0,0,0,0
2761,20669,15,597,18169,2500,3132,0,0,0,0
2762,20787,20,534,18333,2454,3080,0,0,0,0
2763,20656,17,646,17905,2751,3404,0,0,0,0
2764,20734,15,502,18266,2468,3226,0,0,0,0
2765,20733,15,528,18380,2353,3010,0,0,0,0
2766,20855,13,646,18475,2380,3130,0,0,0,0
2767,20816,17,653,18227,2589,3334,0,0,0,0
2768,20738,14,653,18245,2493,3166,0,0,0,0
2769,20683,21,395,18042,2641,3284,0,0,0,0
2770,20946,11,531,18622,2324,3064,0,0,0,0
2771,20623,19,521,18011,2612,3338,0,0,0,0
2772,20756,10,577,18840,1916,2159,0,0,921,0
2773,20646,8,501,19012,1634,1786,0,0,1228,0
2774,20762,8,449,19175,1587,1787,0,0,1397,0
2775,20630,18,449,17851,2779,3285,0,0,387,0
2776,20640,11,678,18635,2005,2219,0,0,1193,0
2777,20838,12,678,18485,2353,2831,0,0,543,0
2778,20762,10,421,19113,1649,1817,0,0,1239,0
2779,20742,10,517,19055,1687,1891,0,0,1247,0
2780,20648,9,577,18713,1935,2117,0,0,1137,0
2781,20710,19,537,18174,2536,3236,0,0,0,0
2782,20758,15,572,18177,2581,3294,0,0,0,0
2783,20697,18,533,18088,2609,3272,0,0,0,0
2784,20813,19,584,18434,2379,3164,0,0,0,0
2785,20787,15,550,18416,2371,3048,0,0,0,0
2786,20658,15,550,18276,2382,3022,0,0,0,0
2787,20738,15,572,18140,2598,3346,0,0,0,0
2788,20747,12,615,18368,2379,3032,0,0,0,0
2789,20754,18,615,18125,2629,3428,0,0,0,0
2790,20698,10,436,18929,1769,2096,0,0,922,0
2791,20593,9,550,18929,1664,1836,0,0,1184,0
2792,20725,9,560,19213,1512,1680,0,0,1174,0
2793,20610,10,560,18440,2170,2367,0,0,1009,0
2794,20692,12,662,18645,2047,2262,0,0,1256,0
2795,20665,8,548,18985,1680,1851,0,0,915,0
2796,20594,10,513,18595,1999,2252,0,0,868,0
2797,20764,9,662,18967,1797,2048,0,0,1140,0
2798,20649,11,558,18847,1802,1967,0,0,1105,0
2799,20782,17,477,18385,2397,3018,0,0,0,0
2800,20661,20,439,18128,2533,3122,0,0,0,0
2801,20731,15,535,18243,2488,3166,0,0,0,0
2802,20765,16,535,18202,2563,3268,0,0,0,0
2803,20776,15,560,18351,2425,3114,0,0,0,0
2804,20900,17,560,18380,2520,3280,0,0,0,0
2805,20519,21,631,17554,2965,3670,0,0,0,0
2806,20626,18,656,18138,2488,3042,0,0,0,0
2807,20799,16,656,18413,2386,3016,0,0,0,0
2808,20779,8,488,19123,1656,1883,0,0,1345,0
2809,20620,9,432,18956,1664,1835,0,0,1065,0
2810,20385,8,484,18819,1566,1773,0,0,1189,0
2811,20634,8,484,18859,1775,1970,0,0,1188,0
2812,20671,17,591,18235,2436,2964,0,0,0,0
2813,20641,19,438,18182,2459,3072,0,0,0,0
2814,20714,11,347,18950,1764,1994,0,0,1140,0
2815,20682,12,586,18612,2070,2429,0,0,815,0
2816,20682,12,586,18855,1827,2107,0,0,1137,0
2817,20725,11,598,18788,1937,2148,0,0,976,0
2818,20774,13,598,18410,2364,2818,0,0,626,0
2819,20790,7,534,19084,1706,1912,0,0,1254,0
2820,20585,14,422,18209,2376,2755,0,0,779,0
2821,20796,8,607,19095,1701,1911,0,0,1353,0
2822,20664,14,607,18288,2376,2781,0,0,793,0
2823,20910,17,452,18616,2294,2932,0,0,0,0
2824,20780,9,376,19170,1610,1761,0,0,1447,0
2825,20641,10,384,18882,1759,1932,0,0,1318,0
2826,20872,14,440,18606,2266,2972,0,0,0,0
2827,20583,16,464,18132,2451,2998,0,0,0,0
2828,20798,14,393,18525,2273,2950,0,0,0,0
2829,20626,15,393,18080,2546,3166,0,0,0,0
2830,20902,17,591,18366,2536,3278,0,0,0,0
2831,20766,16,426,18321,2445,3104,0,0,0,0
2832,20768,17,458,18244,2524,3262,0,0,0,0
2833,20702,15,604,18212,2490,3174,0,0,0,0
2834,20688,14,604,18159,2529,3094,0,0,0,0
2835,20744,8,515,19151,1593,1783,0,0,1171,0
2836,20653,18,515,17981,2672,3128,0,0,598,0
2837,20763,9,366,19119,1644,1836,0,0,932,0
2838,20692,6,375,19218,1474,1603,0,0,1467,0
2839,20673,11,400,19002,1671,1848,0,0,1280,0
2840,20633,11,400,18819,1814,2071,0,0,915,0
2841,20729,9,328,19158,1571,1745,0,0,1165,0
2842,20835,16,452,18214,2621,3206,0,0,116,0
2843,20700,9,452,19061,1639,1804,0,0,1182,0
2844,20715,22,434,17852,2863,3493,0,0,71,0
2845,20640,9,400,19050,1590,1730,0,0,1218,0
2846,20751,12,434,18799,1952,2267,0,0,889,0
2847,20693,12,411,18967,1726,1953,0,0,1243,0
2848,20573,14,670,18228,2345,2704,0,0,762,0
2849,20706,9,532,19200,1506,1711,0,0,1215,0
2850,20701,10,534,18941,1760,1921,0,0,1157,0
2851,20580,11,446,18553,2027,2260,0,0,1222,0
2852,20920,21,472,18303,2617,3346,0,0,0,0
2853,20604,8,355,18968,1636,1808,0,0,1218,0
2854,20859,21,463,18434,2425,3112,0,0,0,0
2855,20710,9,318,19028,1682,1884,0,0,958,0
2856,20791,8,441,19039,1752,1966,0,0,1260,0
2857,20637,18,327,18132,2505,3100,0,0,0,0
2858,20787,11,401,18927,1860,2072,0,0,1128,0
2859,20690,10,406,19047,1643,1802,0,0,1340,0
2860,20682,11,358,19014,1668,1858,0,0,1120,0
2861,20833,9,406,19057,1776,2008,0,0,1166,0
2862,20665,16,506,18253,2412,3054,0,0,0,0
2863,20703,15,748,17906,2797,3532,0,0,0,0
2864,20789,15,620,18100,2689,3454,0,0,0,0
2865,20676,13,748,18215,2461,3072,0,0,0,0
2866,20671,18,464,18279,2392,3050,0,0,0,0
2867,20624,17,439,18226,2398,2988,0,0,0,0
2868,20665,13,400,18248,2417,3078,0,0,0,0
2869,20835,14,504,18373,2462,3174,0,0,0,0
2870,20737,15,556,18379,2358,3080,0,0,0,0
2871,20739,13,519,18277,2462,3132,0,0,0,0
2872,20821,16,519,18307,2514,3270,0,0,0,0
2873,20742,14,472,18328,2414,3138,0,0,0,0
2874,20742,16,428,18054,2688,3414,0,0,0,0
2875,20719,16,467,18155,2564,3216,0,0,0,0
2876,20726,16,565,18219,2507,3220,0,0,0,0
2877,20719,16,497,17945,2774,3418,0,0,0,0
2878,20795,13,566,18539,2256,2918,0,0,0,0
2879,20796,15,566,18372,2424,3172,0,0,0,0
2880,20651,13,636,18289,2362,2612,5,1109,0,0
2881,20674,18,636,18077,2597,2902,3,841,0,0
2882,20762,19,651,18290,2472,2804,7,1087,0,0
2883,20550,12,651,18163,2387,2662,7,1221,0,0
2884,20586,11,628,18273,2313,2542,5,1139,0,0
2885,20740,12,628,18695,2045,2332,1,411,0,0
2886,20890,21,424,18510,2380,3024,0,0,0,0
2887,20738,12,616,18624,2114,2396,5,1025,0,0
2888,20618,11,616,18563,2055,2294,16,660,0,0
2889,20719,11,555,18999,1720,1888,0,0,1338,0
2890,20638,16,555,18190,2448,2737,0,0,635,0
2891,20564,21,450,17787,2777,3302,0,0,78,0
2892,20783,11,400,19005,1778,1981,0,0,1263,0
2893,20743,12,444,18985,1758,1998,0,0,1234,0
2894,20615,10,444,18903,1712,1881,0,0,1295,0
2895,20765,8,541,18881,1884,2132,1,917,812,0
2896,20712,9,518,18942,1770,1979,34,356,907,0
2897,20602,9,541,18576,2026,2240,46,1106,448,0
2898,20748,16,521,18283,2465,3082,0,0,0,0
2899,20720,16,469,18251,2469,3044,0,0,0,0
2900,20723,18,489,18273,2450,3090,0,0,0,0
2901,20748,16,489,18319,2429,3068,0,0,0,0
2902,20761,16,503,18248,2513,3222,0,0,0,0
2903,20672,15,503,18282,2390,2976,0,0,0,0
2904,20734,17,319,18318,2416,3068,0,0,0,0
2905,20712,16,536,18235,2477,3102,0,0,0,0
2906,20712,16,536,18402,2310,3014,0,0,0,0
2907,20820,13,472,18559,2261,2616,7,1213,0,0
2908,20759,15,547,18500,2259,2532,11,865,0,0
2909,20661,11,647,18471,2190,2466,17,1011,0,0
2910,20826,15,647,18242,2584,3102,6,6,0,0
2911,20676,10,431,19020,1656,1876,1,541,0,0
2912,20556,19,528,17885,2671,3210,0,0,0,0
2913,20692,17,431,17990,2702,3236,0,0,0,0
2914,20704,9,519,18644,2060,2320,11,1167,0,0
2915,20851,13,519,18524,2327,2732,5,469,0,0
2916,20697,12,550,18706,1991,2268,0,0,846,0
2917,20769,17,550,17912,2857,3344,0,0,720,0
2918,20675,10,534,18950,1725,1848,0,0,1272,0
2919,20692,12,420,18764,1928,2194,0,0,928,0
2920,20737,9,534,19068,1669,1873,0,0,1193,0
2921,20723,9,474,19095,1628,1814,0,0,1328,0
2922,20682,18,490,18191,2491,3058,0,0,0,0
2923,20659,18,472,18058,2601,3145,0,0,265,0
2924,20743,10,474,18820,1923,2193,0,0,1143,0
2925,20761,9,517,18960,1801,1997,0,0,1281,0
2926,20711,12,458,18663,2048,2361,0,0,817,0
2927,20781,9,278,19250,1531,1706,0,0,1194,0
2928,20614,7,448,18976,1638,1823,0,0,1325,0
2929,20690,10,426,19002,1688,1846,0,0,1348,0
2930,20697,10,426,18896,1801,1997,0,0,1045,0
2931,20608,19,391,18154,2454,2996,0,0,0,0
2932,20719,6,517,19086,1633,1804,0,0,1252,0
2933,20799,13,474,18661,2138,2419,0,0,995,0
2934,20659,17,480,18335,2324,3080,0,0,0,0
2935,20638,17,630,17992,2646,3366,0,0,0,0
2936,20868,15,630,18380,2488,3302,0,0,0,0
2937,20790,16,431,18251,2539,3270,0,0,0,0
2938,20737,17,497,18268,2469,3144,0,0,0,0
2939,20807,15,492,18388,2419,3064,0,0,0,0
2940,20646,19,492,18111,2535,3202,0,0,0,0
2941,20656,16,429,18083,2573,3144,0,0,0,0
2942,20637,16,429,18186,2451,3036,0,0,0,0
2943,20728,9,401,19057,1671,1872,0,0,1112,0
2944,20706,9,416,19078,1628,1807,0,0,1103,0
2945,20776,9,416,18978,1798,2016,0,0,1210,0
2946,20636,14,477,18281,2355,2706,0,0,636,0
2947,20781,18,477,18246,2535,3170,0,0,0,0
2948,20785,16,416,18488,2297,2958,0,0,0,0
2949,20880,16,495,18333,2547,3119,0,0,269,0
2950,20789,11,448,18791,1998,2252,0,0,936,0
2951,20621,7,404,19005,1616,1772,0,0,1128,0
2952,20743,15,480,18415,2328,2994,0,0,0,0
2953,20504,16,498,17881,2623,3258,0,0,0,0
2954,20849,15,505,18503,2346,3028,0,0,0,0
2955,20763,16,498,18346,2417,3040,0,0,0,0
2956,20913,13,546,18602,2311,3098,0,0,0,0
2957,20750,15,546,18321,2429,3114,0,0,0,0
2958,20853,18,419,18293,2560,3296,0,0,0,0
2959,20772,14,465,18398,2374,3018,0,0,0,0
2960,20682,14,451,18199,2483,3150,0,0,0,0
2961,20693,15,436,18265,2428,3108,0,0,0,0
2962,20831,18,377,18367,2464,3196,0,0,0,0
2963,20751,15,440,18375,2376,3020,0,0,0,0
2964,20767,16,440,18414,2353,3048,0,0,0,0
2965,20849,16,501,18325,2524,3306,0,0,0,0
2966,20573,17,505,18064,2509,3146,0,0,0,0
2967,20663,16,422,18235,2428,3042,0,0,0,0
2968,20774,19,324,18433,2341,3006,0,0,0,0
2969,20820,13,411,18412,2408,3070,0,0,0,0
2970,20790,13,727,18355,2435,3144,0,0,0,0
2971,20748,19,727,18224,2524,3228,0,0,0,0
2972,20890,16,443,18444,2446,3186,0,0,0,0
2973,20600,13,435,18116,2484,3048,0,0,0,0
2974,20761,15,485,18223,2538,3232,0,0,0,0
2975,20835,17,486,18404,2431,3192,0,0,0,0
2976,20709,14,703,18303,2406,3150,0,0,0,0
2977,20778,16,501,18330,2448,3140,0,0,0,0
2978,20762,15,703,18196,2566,3234,0,0,0,0
2979,20722,18,496,18161,2561,3186,0,0,0,0
2980,20667,13,460,18282,2385,3026,0,0,0,0
2981,20765,16,435,18313,2452,3002,0,0,0,0
2982,20852,16,435,18381,2471,3152,0,0,0,0
2983,20740,13,620,18369,2371,3060,0,0,0,0
2984,20639,19,620,17742,2897,3690,0,0,0,0
2985,20727,16,609,18157,2570,3278,0,0,0,0
2986,20750,15,660,18150,2600,3288,0,0,0,0
2987,20699,16,660,18210,2489,3206,0,0,0,0
2988,20816,9,452,19218,1598,1792,0,0,1316,0
2989,20716,16,452,18449,2267,2630,0,0,656,0
2990,20856,13,496,18818,2038,2392,0,0,868,0
2991,20654,7,496,19147,1507,1669,0,0,1291,0
2992,20653,7,546,18893,1760,1906,0,0,1240,0
2993,20815,16,546,18353,2462,2943,0,0,851,0
2994,20824,8,450,19235,1589,1811,0,0,1177,0
2995,20686,8,496,19012,1674,1830,0,0,1186,0
2996,20735,7,465,19098,1637,1790,0,0,1168,0
2997,20736,12,345,18904,1832,2030,0,0,1102,0
2998,20667,11,422,18948,1719,1893,0,0,1215,0
2999,20863,7,416,19205,1658,1888,0,0,1166,0
3000,20655,11,416,18913,1742,1945,0,0,997,0
3001,20798,7,353,19266,1532,1704,0,0,1266,0
3002,20753,9,339,19229,1524,1699,0,0,1229,0
3003,20780,17,441,18300,2480,3064,0,0,0,0
3004,20629,19,484,18085,2544,3028,0,0,0,0
3005,20880,16,493,18504,2376,3060,0,0,0,0
3006,20682,12,416,18406,2276,2694,0,0,654,0
3007,20798,19,449,18213,2585,3224,0,0,0,0
3008,20617,8,392,19047,1570,1742,0,0,1130,0
3009,20757,8,392,19065,1692,1894,0,0,1210,0
3010,20802,8,466,19063,1739,1969,0,0,1117,0
3011,20698,10,466,19020,1678,1836,0,0,1296,0
3012,20824,9,440,19209,1615,1816,0,0,1274,0
3013,20641,17,534,18102,2539,3076,0,0,256,0
3014,20786,18,534,18196,2590,3258,0,0,0,0
3015,20845,11,560,18754,2091,2414,0,0,916,0
3016,20647,6,560,18992,1655,1825,0,0,1217,0
3017,20841,12,403,19087,1754,1984,0,0,1308,0
3018,20653,18,489,18197,2456,3036,0,0,0,0
3019,20754,10,494,18686,2068,2352,0,0,842,0
3020,20669,9,494,18975,1694,1855,0,0,1231,0
3021,20705,17,489,18223,2482,3152,0,0,0,0
3022,20701,10,505,18988,1713,1854,0,0,1302,0
3023,20705,9,505,19055,1650,1836,0,0,1304,0
3024,20857,15,525,18374,2483,3000,0,0,410,0
3025,20619,15,395,18299,2320,2655,0,0,963,0
3026,20699,21,600,18051,2648,3366,0,0,0,0
3027,20860,17,600,18616,2244,2974,0,0,0,0
3028,20700,20,550,18038,2662,3400,0,0,0,0
3029,20741,19,550,18345,2396,2994,0,0,0,0
3030,20734,16,407,18339,2395,3092,0,0,0,0
3031,20699,13,397,18327,2372,2928,0,0,0,0
3032,20778,14,397,18337,2441,3122,0,0,0,0
3033,20784,10,379,19138,1646,1849,0,0,967,0
3034,20843,9,379,18905,1938,2250,0,0,902,0
3035,20648,7,407,18958,1690,1832,0,0,1028,0
3036,20670,7,349,19010,1660,1872,0,0,1048,0
3037,20755,8,374,19070,1685,1892,0,0,1190,0
3038,20632,9,374,18893,1739,1915,0,0,1187,0
3039,20797,9,537,18999,1798,1998,0,0,1196,0
3040,20752,8,360,19210,1542,1691,0,0,1109,0
3041,20713,9,537,18783,1930,2164,0,0,942,0
3042,20673,9,314,19051,1622,1759,0,0,1235,0
3043,20748,8,391,19165,1583,1779,0,0,1143,0
3044,20695,10,549,18313,2382,2737,0,0,647,0
3045,20770,8,549,19217,1553,1764,0,0,1242,0
3046,20652,20,472,18177,2475,3046,0,0,0,0
3047,20757,8,335,19084,1673,1885,0,0,1237,0
3048,20943,20,588,18443,2500,3358,0,0,0,0
3049,20738,15,588,18435,2303,2994,0,0,0,0
3050,20854,15,485,18362,2492,3282,0,0,0,0
3051,20773,8,397,19145,1628,1810,0,0,1322,0
3052,20635,15,376,18437,2198,2466,0,0,1238,0
3053,20695,9,457,19098,1597,1767,0,0,1079,0
3054,20671,9,457,18840,1831,2037,0,0,1161,0
3055,20654,11,447,18573,2081,2361,0,0,713,0
3056,20855,13,447,18631,2224,2589,0,0,771,0
3057,20628,16,443,18161,2467,3098,0,0,0,0
3058,20591,17,516,17920,2671,3212,0,0,0,0
3059,20709,14,516,18220,2489,3122,0,0,0,0
3060,20783,10,465,18986,1797,2003,0,0,1073,0
3061,20736,10,380,19179,1557,1757,0,0,1211,0
3062,20662,9,379,18921,1741,1918,0,0,1108,0
3063,20693,8,409,19102,1591,1766,0,0,1168,0
3064,20752,8,551,19096,1656,1854,0,0,1090,0
3065,20720,9,487,19072,1648,1817,0,0,1217,0
3066,20749,8,465,19114,1635,1833,0,0,1171,0
3067,20625,10,446,18827,1798,2003,0,0,1051,0
3068,20815,14,551,18410,2405,2832,0,0,732,0
3069,20715,19,456,18067,2648,3332,0,0,0,0
3070,20772,15,450,18399,2373,3114,0,0,0,0
3071,20755,16,534,18181,2574,3272,0,0,0,0
3072,20747,17,534,18241,2506,3148,0,0,0,0
3073,20702,15,431,18293,2409,3070,0,0,0,0
3074,20795,16,419,18459,2336,3074,0,0,0,0
3075,20711,11,338,18705,2006,2282,0,0,912,0
3076,20762,17,461,18323,2439,3104,0,0,0,0
3077,20769,15,461,18300,2469,3148,0,0,0,0
3078,20061,11,640,17898,2163,2584,0,0,778,0
3079,20610,9,640,18755,1855,2020,0,0,1336,0
3080,20792,12,427,19000,1792,2039,0,0,977,0
3081,20659,9,358,19059,1600,1776,0,0,1220,0
3082,20581,13,565,18428,2153,2439,0,0,903,0
3083,20804,11,565,18952,1852,2075,0,0,1315,0
3084,20698,8,452,19100,1598,1745,0,0,1353,0
3085,20647,10,473,18847,1800,1998,0,0,1308,0
3086,20802,7,473,19156,1646,1874,0,0,1260,0
3087,20804,17,387,18546,2258,2888,0,0,0,0
3088,20662,18,495,18149,2513,3162,0,0,0,0
3089,20820,18,637,18327,2493,3108,0,0,0,0
3090,20642,16,637,18038,2604,3254,0,0,0,0
3091,20811,14,610,18499,2312,2924,0,0,0,0
3092,20726,16,610,18052,2674,3370,0,0,0,0
3093,20636,18,609,18046,2590,3278,0,0,0,0
3094,20849,16,609,18375,2474,3082,0,0,0,0
3095,20748,12,338,19003,1745,1963,0,0,1155,0
3096,20740,11,428,18875,1865,2136,0,0,1034,0
3097,20679,10,452,18973,1706,1869,0,0,1193,0
3098,20694,11,485,18744,1950,2163,0,0,1029,0
3099,20740,8,485,19182,1558,1687,0,0,1171,0
3100,20763,11,452,19237,1526,1711,0,0,1275,0
3101,20733,20,454,18049,2684,3296,0,0,0,0
3102,20693,12,437,19119,1574,1774,0,0,1070,0
3103,20624,7,452,18975,1649,1788,0,0,1190,0
3104,20731,9,440,19042,1689,1869,0,0,1101,0
3105,20658,9,650,19006,1652,1790,0,0,1294,0
3106,20711,15,650,18177,2534,2945,0,0,759,0
3107,20768,11,474,18843,1925,2208,0,0,838,0
3108,20628,9,603,18829,1799,1983,0,0,1279,0
3109,20703,9,487,18998,1705,1906,0,0,1236,0
3110,20653,10,487,18829,1824,2021,0,0,1137,0
3111,20839,16,507,18434,2405,3098,0,0,0,0
3112,20818,11,484,18793,2025,2326,0,0,900,0
3113,20638,23,507,17922,2716,3284,0,0,0,0
3114,20608,14,536,18062,2546,3206,0,0,0,0
3115,20854,15,491,18504,2350,3058,0,0,0,0
3116,20707,14,526,18219,2488,3096,0,0,0,0
3117,20755,12,526,18322,2433,3112,0,0,0,0
3118,20743,17,450,18317,2426,3044,0,0,0,0
3119,20753,15,468,18357,2396,3126,0,0,0,0
3120,20679,15,380,18305,2374,3018,0,0,0,0
3121,20900,13,480,18556,2344,3050,0,0,0,0
3122,20570,18,480,18105,2465,3024,0,0,0,0
3123,20772,9,457,19082,1690,1862,0,0,1218,0
3124,20656,10,457,18831,1825,2050,0,0,892,0
3125,20675,16,605,18148,2527,2898,0,0,592,0
3126,20808,8,383,19138,1670,1836,0,0,1240,0
3127,20734,17,371,18383,2351,3004,0,0,0,0
3128,20638,18,439,18103,2535,3184,0,0,0,0
3129,20788,9,419,19193,1595,1808,0,0,1186,0
3130,20838,18,454,18396,2442,3222,0,0,0,0
3131,20665,13,419,18647,2018,2300,0,0,1008,0
3132,20839,8,516,19309,1530,1721,0,0,1321,0
3133,20657,16,516,18175,2482,2848,0,0,670,0
3134,20781,9,366,19385,1396,1551,0,0,1223,0
3135,20695,11,534,19059,1636,1825,0,0,1177,0
3136,20867,19,590,18306,2561,3078,0,0,408,0
3137,20622,12,590,18614,2008,2173,0,0,1143,0
3138,20711,10,475,19092,1619,1791,0,0,1229,0
3139,20782,10,605,18772,2010,2291,0,0,1063,0
3140,20713,9,534,18936,1777,1948,0,0,1332,0
